+----+---------+--------+
|    |   count |   xpos |
| 49 |     155 |   49.5 |
| 50 |     486 |   50.5 |
| 51 |      59 |   51.5 |
| 52 |     173 |   52.5 |
| 53 |     150 |   53.5 |
| 54 |      57 |   54.5 |
| 55 |      76 |   55.5 |
| 56 |     248 |   56.5 |
| 57 |     144 |   57.5 |
| 58 |     286 |   58.5 |
| 59 |      55 |   59.5 |
| 60 |     146 |   60.5 |
| 61 |     279 |   61.5 |
| 62 |     202 |   62.5 |
| 63 |      64 |   63.5 |
| 64 |     189 |   64.5 |
| 65 |     198 |   65.5 |
| 66 |     125 |   66.5 |
| 67 |      71 |   67.5 |
| 68 |     266 |   68.5 |
| 69 |     123 |   69.5 |
| 70 |     169 |   70.5 |
| 71 |      70 |   71.5 |
| 72 |     268 |   72.5 |
| 73 |     159 |   73.5 |
| 74 |     178 |   74.5 |
| 75 |     118 |   75.5 |
| 76 |     179 |   76.5 |
| 77 |     115 |   77.5 |
| 78 |     142 |   78.5 |
| 79 |      64 |   79.5 |
| 80 |     279 |   80.5 |
| 81 |     143 |   81.5 |
| 82 |     187 |   82.5 |
| 83 |     101 |   83.5 |
| 84 |     137 |   84.5 |
| 85 |     244 |   85.5 |
| 86 |     131 |   86.5 |
| 87 |      94 |   87.5 |
| 88 |     178 |   88.5 |
| 89 |     122 |   89.5 |
| 90 |     126 |   90.5 |
| 91 |      70 |   91.5 |
| 92 |     103 |   92.5 |
| 93 |      64 |   93.5 |
| 94 |      28 |   94.5 |
| 95 |       1 |   95.5 |
| 96 |       0 |   96.5 |
| 97 |       0 |   97.5 |
| 98 |       0 |   98.5 |
| 99 |       0 |   99.5 |
+----+---------+--------+
+----+---------+--------+
|    |   count |   xpos |
|----+---------+--------|
|  0 |       0 |    0.5 |
|  1 |       0 |    1.5 |
|  2 |       0 |    2.5 |
|  3 |       0 |    3.5 |
|  4 |       0 |    4.5 |
|  5 |       0 |    5.5 |
|  6 |       0 |    6.5 |
|  7 |       0 |    7.5 |
|  8 |       0 |    8.5 |
|  9 |     316 |    9.5 |
| 10 |     312 |   10.5 |
| 11 |     263 |   11.5 |
| 12 |     251 |   12.5 |
| 13 |     206 |   13.5 |
| 14 |     196 |   14.5 |
| 15 |     165 |   15.5 |
| 16 |     189 |   16.5 |
| 17 |     180 |   17.5 |
| 18 |     163 |   18.5 |
| 19 |     153 |   19.5 |
| 20 |     170 |   20.5 |
| 21 |     168 |   21.5 |
| 22 |     153 |   22.5 |
| 23 |     163 |   23.5 |
| 24 |     166 |   24.5 |
| 25 |     166 |   25.5 |
| 26 |     145 |   26.5 |
| 27 |     153 |   27.5 |
| 28 |     145 |   28.5 |
| 29 |     167 |   29.5 |
| 30 |     176 |   30.5 |
| 31 |     159 |   31.5 |
| 32 |     158 |   32.5 |
| 33 |     163 |   33.5 |
| 34 |     167 |   34.5 |
| 35 |     162 |   35.5 |
| 36 |     148 |   36.5 |
| 37 |     144 |   37.5 |
| 38 |     156 |   38.5 |
| 39 |     163 |   39.5 |
| 40 |     165 |   40.5 |
| 41 |     140 |   41.5 |
| 42 |     140 |   42.5 |
| 43 |     135 |   43.5 |
| 44 |     162 |   44.5 |
| 45 |     154 |   45.5 |
| 46 |     140 |   46.5 |
| 47 |     136 |   47.5 |
| 48 |     177 |   48.5 |
| 49 |     140 |   49.5 |
| 50 |     140 |   50.5 |
| 51 |     149 |   51.5 |
| 52 |     168 |   52.5 |
| 53 |     164 |   53.5 |
| 54 |     128 |   54.5 |
| 55 |     134 |   55.5 |
| 56 |     148 |   56.5 |
| 57 |     153 |   57.5 |
| 58 |     162 |   58.5 |
| 59 |     144 |   59.5 |
| 60 |     150 |   60.5 |
| 61 |     148 |   61.5 |
| 62 |     138 |   62.5 |
| 63 |     158 |   63.5 |
| 64 |     120 |   64.5 |
| 65 |     134 |   65.5 |
| 66 |     143 |   66.5 |
| 67 |     137 |   67.5 |
| 68 |     134 |   68.5 |
| 69 |     130 |   69.5 |
| 70 |     121 |   70.5 |
| 71 |     147 |   71.5 |
| 72 |     148 |   72.5 |
| 73 |     144 |   73.5 |
| 74 |     134 |   74.5 |
| 75 |     114 |   75.5 |
| 76 |     126 |   76.5 |
| 77 |     148 |   77.5 |
| 78 |     145 |   78.5 |
| 79 |     139 |   79.5 |
| 80 |     135 |   80.5 |
| 81 |     154 |   81.5 |
| 82 |     157 |   82.5 |
| 83 |     153 |   83.5 |
| 84 |     134 |   84.5 |
| 85 |     115 |   85.5 |
| 86 |     125 |   86.5 |
| 87 |     120 |   87.5 |
| 88 |     125 |   88.5 |
| 89 |     141 |   89.5 |
| 90 |     145 |   90.5 |
| 91 |     127 |   91.5 |
| 92 |     132 |   92.5 |
| 93 |     132 |   93.5 |
| 94 |      99 |   94.5 |
| 95 |      90 |   95.5 |
| 96 |      68 |   96.5 |
| 97 |      45 |   97.5 |
| 98 |      33 |   98.5 |
| 99 |       5 |   99.5 |
+----+---------+--------+
+----+---------+--------+
|    |   count |   xpos |
|----+---------+--------|
|  0 |       0 |    0.5 |
|  1 |       0 |    1.5 |
|  2 |       0 |    2.5 |
|  3 |       0 |    3.5 |
|  4 |       0 |    4.5 |
|  5 |       0 |    5.5 |
|  6 |       0 |    6.5 |
|  7 |       0 |    7.5 |
|  8 |       0 |    8.5 |
|  9 |     290 |    9.5 |
| 10 |     269 |   10.5 |
| 11 |     261 |   11.5 |
| 12 |     226 |   12.5 |
| 13 |     209 |   13.5 |
| 14 |     188 |   14.5 |
| 15 |     160 |   15.5 |
| 16 |     178 |   16.5 |
| 17 |     141 |   17.5 |
| 18 |     172 |   18.5 |
| 19 |     157 |   19.5 |
| 20 |     161 |   20.5 |
| 21 |     154 |   21.5 |
| 22 |     154 |   22.5 |
| 23 |     159 |   23.5 |
| 24 |     162 |   24.5 |
| 25 |     186 |   25.5 |
| 26 |     163 |   26.5 |
| 27 |     160 |   27.5 |
| 28 |     129 |   28.5 |
| 29 |     152 |   29.5 |
| 30 |     150 |   30.5 |
| 31 |     146 |   31.5 |
| 32 |     162 |   32.5 |
| 33 |     163 |   33.5 |
| 34 |     130 |   34.5 |
| 35 |     146 |   35.5 |
| 36 |     152 |   36.5 |
| 37 |     155 |   37.5 |
| 38 |     172 |   38.5 |
| 39 |     164 |   39.5 |
| 40 |     144 |   40.5 |
| 41 |     151 |   41.5 |
| 42 |     141 |   42.5 |
| 43 |     133 |   43.5 |
| 44 |     142 |   44.5 |
| 45 |     135 |   45.5 |
| 46 |     124 |   46.5 |
| 47 |     165 |   47.5 |
| 48 |     151 |   48.5 |
| 49 |     147 |   49.5 |
| 50 |     159 |   50.5 |
| 51 |     157 |   51.5 |
| 52 |     120 |   52.5 |
| 53 |     146 |   53.5 |
| 54 |     140 |   54.5 |
| 55 |     144 |   55.5 |
| 56 |     139 |   56.5 |
| 57 |     145 |   57.5 |
| 58 |     137 |   58.5 |
| 59 |     159 |   59.5 |
| 60 |     156 |   60.5 |
| 61 |     155 |   61.5 |
| 62 |     134 |   62.5 |
| 63 |     142 |   63.5 |
| 64 |     154 |   64.5 |
| 65 |     136 |   65.5 |
| 66 |     141 |   66.5 |
| 67 |     150 |   67.5 |
| 68 |     130 |   68.5 |
| 69 |     136 |   69.5 |
| 70 |     150 |   70.5 |
| 71 |     137 |   71.5 |
| 72 |     124 |   72.5 |
| 73 |     147 |   73.5 |
| 74 |     155 |   74.5 |
| 75 |     145 |   75.5 |
| 76 |     147 |   76.5 |
| 77 |     159 |   77.5 |
| 78 |     135 |   78.5 |
| 79 |     128 |   79.5 |
| 80 |     132 |   80.5 |
| 81 |     161 |   81.5 |
| 82 |     134 |   82.5 |
| 83 |     129 |   83.5 |
| 84 |     150 |   84.5 |
| 85 |     130 |   85.5 |
| 86 |     129 |   86.5 |
| 87 |     110 |   87.5 |
| 88 |     127 |   88.5 |
| 89 |     129 |   89.5 |
| 90 |     125 |   90.5 |
| 91 |     122 |   91.5 |
| 92 |     123 |   92.5 |
| 93 |     121 |   93.5 |
| 94 |     116 |   94.5 |
| 95 |     114 |   95.5 |
| 96 |      78 |   96.5 |
| 97 |      58 |   97.5 |
| 98 |      32 |   98.5 |
| 99 |       6 |   99.5 |
+----+---------+--------+
+----+---------+--------+
|    |   count |   xpos |
|----+---------+--------|
|  0 |       0 |    0.5 |
|  1 |       0 |    1.5 |
|  2 |       0 |    2.5 |
|  3 |       0 |    3.5 |
|  4 |       0 |    4.5 |
|  5 |       0 |    5.5 |
|  6 |       0 |    6.5 |
|  7 |       0 |    7.5 |
|  8 |       0 |    8.5 |
|  9 |     292 |    9.5 |
| 10 |     242 |   10.5 |
| 11 |     250 |   11.5 |
| 12 |     256 |   12.5 |
| 13 |     213 |   13.5 |
| 14 |     184 |   14.5 |
| 15 |     155 |   15.5 |
| 16 |     165 |   16.5 |
| 17 |     170 |   17.5 |
| 18 |     184 |   18.5 |
| 19 |     149 |   19.5 |
| 20 |     164 |   20.5 |
| 21 |     176 |   21.5 |
| 22 |     162 |   22.5 |
| 23 |     185 |   23.5 |
| 24 |     163 |   24.5 |
| 25 |     175 |   25.5 |
| 26 |     175 |   26.5 |
| 27 |     149 |   27.5 |
| 28 |     161 |   28.5 |
| 29 |     145 |   29.5 |
| 30 |     174 |   30.5 |
| 31 |     150 |   31.5 |
| 32 |     168 |   32.5 |
| 33 |     172 |   33.5 |
| 34 |     145 |   34.5 |
| 35 |     156 |   35.5 |
| 36 |     148 |   36.5 |
| 37 |     150 |   37.5 |
| 38 |     165 |   38.5 |
| 39 |     170 |   39.5 |
| 40 |     125 |   40.5 |
| 41 |     166 |   41.5 |
| 42 |     155 |   42.5 |
| 43 |     143 |   43.5 |
| 44 |     148 |   44.5 |
| 45 |     155 |   45.5 |
| 46 |     163 |   46.5 |
| 47 |     156 |   47.5 |
| 48 |     149 |   48.5 |
| 49 |     131 |   49.5 |
| 50 |     152 |   50.5 |
| 51 |     148 |   51.5 |
| 52 |     139 |   52.5 |
| 53 |     126 |   53.5 |
| 54 |     142 |   54.5 |
| 55 |     150 |   55.5 |
| 56 |     151 |   56.5 |
| 57 |     146 |   57.5 |
| 58 |     141 |   58.5 |
| 59 |     142 |   59.5 |
| 60 |     147 |   60.5 |
| 61 |     130 |   61.5 |
| 62 |     118 |   62.5 |
| 63 |     165 |   63.5 |
| 64 |     130 |   64.5 |
| 65 |     138 |   65.5 |
| 66 |     136 |   66.5 |
| 67 |     157 |   67.5 |
| 68 |     142 |   68.5 |
| 69 |     124 |   69.5 |
| 70 |     143 |   70.5 |
| 71 |     139 |   71.5 |
| 72 |     122 |   72.5 |
| 73 |     129 |   73.5 |
| 74 |     167 |   74.5 |
| 75 |     148 |   75.5 |
| 76 |     141 |   76.5 |
| 77 |     119 |   77.5 |
| 78 |     144 |   78.5 |
| 79 |     131 |   79.5 |
| 80 |     129 |   80.5 |
| 81 |     147 |   81.5 |
| 82 |     127 |   82.5 |
| 83 |     161 |   83.5 |
| 84 |     147 |   84.5 |
| 85 |     149 |   85.5 |
| 86 |     143 |   86.5 |
| 87 |     140 |   87.5 |
| 88 |     120 |   88.5 |
| 89 |     132 |   89.5 |
| 90 |     135 |   90.5 |
| 91 |     126 |   91.5 |
| 92 |     125 |   92.5 |
| 93 |     122 |   93.5 |
| 94 |     120 |   94.5 |
| 95 |      83 |   95.5 |
| 96 |      66 |   96.5 |
| 97 |      47 |   97.5 |
| 98 |      47 |   98.5 |
| 99 |      12 |   99.5 |
+----+---------+--------+
